Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations,Hospitalizations rate,Deaths,Deaths rate
"February 22, 2020",Ontario,5,2,0,0,0,0,0,0,0,0
"February 23, 2020",Ontario,5,2,0,0,0,0,0,0,0,0
"February 24, 2020",Ontario,4,3,0,0,0,0,1,0,0,0
"February 25, 2020",Ontario,3,3,0,1,0,0,0,0,0,0
"February 26, 2020",Ontario,2,4,0,1,0,0,2,0,0,0
"February 27, 2020",Ontario,2,4,0,2,0,0,1,0,0,0
"February 28, 2020",Ontario,5,4,0,5,1,0,2,0,0,0
"February 29, 2020",Ontario,4,4,0,4,1,0,1,0,0,0
"March 1, 2020",Ontario,23,4,0.2,2,2,0,4,0,0,0
"March 2, 2020",Ontario,16,7,0.1,0,2,0,4,0,0,0
"March 3, 2020",Ontario,13,9,0.1,2,2,0,4,0,0,0
"March 4, 2020",Ontario,14,11,0.1,1,3,0,4,0,0,0
"March 5, 2020",Ontario,27,13,0.2,4,3,0,3,0,0,0
"March 6, 2020",Ontario,35,17,0.2,3,3,0,4,0,0,0
"March 7, 2020",Ontario,32,22,0.2,3,3,0,2,0,0,0
"March 8, 2020",Ontario,54,27,0.4,5,2,0,1,0,0,0
"March 9, 2020",Ontario,68,32,0.5,6,3,0,4,0,0,0
"March 10, 2020",Ontario,104,40,0.7,9,4,0.1,6,0,0,0
"March 11, 2020",Ontario,103,56,0.7,23,5,0.2,7,0,1,0
"March 12, 2020",Ontario,131,70,0.9,37,9,0.2,5,0,0,0
"March 13, 2020",Ontario,155,88,1,36,14,0.2,4,0,0,0
"March 14, 2020",Ontario,147,108,1,32,20,0.2,5,0,0,0
"March 15, 2020",Ontario,194,127,1.3,36,25,0.2,13,0.1,0,0
"March 16, 2020",Ontario,269,150,1.8,53,30,0.4,14,0.1,0,0
"March 17, 2020",Ontario,273,183,1.8,59,38,0.4,15,0.1,0,0
"March 18, 2020",Ontario,274,211,1.8,59,46,0.4,14,0.1,0,0
"March 19, 2020",Ontario,263,240,1.8,69,52,0.5,21,0.1,0,0
"March 20, 2020",Ontario,354,262,2.4,99,57,0.7,30,0.2,0,0
"March 21, 2020",Ontario,278,295,1.9,72,68,0.5,27,0.2,1,0
"March 22, 2020",Ontario,275,317,1.9,87,74,0.6,28,0.2,2,0
"March 23, 2020",Ontario,340,330,2.3,145,83,1,37,0.2,2,0
"March 24, 2020",Ontario,278,342,1.9,174,98,1.2,54,0.4,5,0
"March 25, 2020",Ontario,306,343,2.1,138,117,0.9,61,0.4,4,0
"March 26, 2020",Ontario,293,348,2,250,130,1.7,65,0.4,3,0
"March 27, 2020",Ontario,331,353,2.2,297,160,2,66,0.4,4,0
"March 28, 2020",Ontario,318,349,2.1,236,193,1.6,67,0.5,8,0.1
"March 29, 2020",Ontario,292,356,2,227,221,1.5,74,0.5,14,0.1
"March 30, 2020",Ontario,390,359,2.6,438,244,3,90,0.6,18,0.1
"March 31, 2020",Ontario,332,367,2.2,410,292,2.8,92,0.6,15,0.1
"April 1, 2020",Ontario,481,376,3.2,454,332,3.1,75,0.5,15,0.1
"April 2, 2020",Ontario,369,405,2.5,450,384,3,82,0.6,28,0.2
"April 3, 2020",Ontario,446,418,3,465,417,3.1,91,0.6,22,0.1
"April 4, 2020",Ontario,407,437,2.7,349,445,2.4,76,0.5,29,0.2
"April 5, 2020",Ontario,366,452,2.5,371,464,2.5,65,0.4,28,0.2
"April 6, 2020",Ontario,451,464,3,479,488,3.2,82,0.6,30,0.2
"April 7, 2020",Ontario,429,474,2.9,458,495,3.1,78,0.5,35,0.2
"April 8, 2020",Ontario,431,490,2.9,493,503,3.3,93,0.6,38,0.3
"April 9, 2020",Ontario,462,482,3.1,489,509,3.3,78,0.5,42,0.3
"April 10, 2020",Ontario,548,497,3.7,399,516,2.7,74,0.5,36,0.2
"April 11, 2020",Ontario,540,514,3.6,476,505,3.2,61,0.4,44,0.3
"April 12, 2020",Ontario,469,536,3.2,549,526,3.7,66,0.4,47,0.3
"April 13, 2020",Ontario,616,553,4.2,599,556,4,53,0.4,50,0.3
"April 14, 2020",Ontario,600,581,4,558,575,3.8,58,0.4,44,0.3
"April 15, 2020",Ontario,660,609,4.5,619,592,4.2,51,0.3,60,0.4
"April 16, 2020",Ontario,623,647,4.2,579,613,3.9,81,0.5,56,0.4
"April 17, 2020",Ontario,663,674,4.5,752,628,5.1,84,0.6,54,0.4
"April 18, 2020",Ontario,547,693,3.7,600,687,4,67,0.5,56,0.4
"April 19, 2020",Ontario,354,694,2.4,594,707,4,63,0.4,85,0.6
"April 20, 2020",Ontario,538,675,3.6,614,715,4.1,86,0.6,56,0.4
"April 21, 2020",Ontario,429,662,2.9,522,717,3.5,74,0.5,65,0.4
"April 22, 2020",Ontario,454,634,3.1,548,711,3.7,86,0.6,67,0.5
"April 23, 2020",Ontario,448,600,3,511,699,3.4,75,0.5,59,0.4
"April 24, 2020",Ontario,421,570,2.8,432,688,2.9,74,0.5,62,0.4
"April 25, 2020",Ontario,443,530,3,427,635,2.9,56,0.4,68,0.5
"April 26, 2020",Ontario,366,513,2.5,367,606,2.5,59,0.4,63,0.4
"April 27, 2020",Ontario,473,515,3.2,480,569,3.2,78,0.5,67,0.5
"April 28, 2020",Ontario,411,504,2.8,417,546,2.8,74,0.5,48,0.3
"April 29, 2020",Ontario,396,501,2.7,406,529,2.7,65,0.4,67,0.5
"April 30, 2020",Ontario,411,492,2.8,409,505,2.8,58,0.4,62,0.4
"May 1, 2020",Ontario,437,485,2.9,488,488,3.3,76,0.5,63,0.4
"May 2, 2020",Ontario,326,488,2.2,333,498,2.2,47,0.3,50,0.3
"May 3, 2020",Ontario,273,469,1.8,341,482,2.3,38,0.3,73,0.5
"May 4, 2020",Ontario,325,453,2.2,334,478,2.3,62,0.4,46,0.3
"May 5, 2020",Ontario,339,429,2.3,409,453,2.8,45,0.3,40,0.3
"May 6, 2020",Ontario,273,417,1.8,356,452,2.4,37,0.2,43,0.3
"May 7, 2020",Ontario,321,396,2.2,306,444,2.1,48,0.3,43,0.3
"May 8, 2020",Ontario,353,381,2.4,298,427,2,54,0.4,38,0.3
"May 9, 2020",Ontario,316,367,2.1,310,395,2.1,46,0.3,39,0.3
"May 10, 2020",Ontario,288,366,1.9,294,391,2,30,0.2,41,0.3
"May 11, 2020",Ontario,385,368,2.6,216,383,1.5,45,0.3,38,0.3
"May 12, 2020",Ontario,350,378,2.4,258,364,1.7,31,0.2,34,0.2
"May 13, 2020",Ontario,304,380,2.1,362,339,2.4,36,0.2,27,0.2
"May 14, 2020",Ontario,353,385,2.4,342,340,2.3,23,0.2,27,0.2
"May 15, 2020",Ontario,468,390,3.2,382,346,2.6,60,0.4,31,0.2
"May 16, 2020",Ontario,330,409,2.2,370,360,2.5,49,0.3,31,0.2
"May 17, 2020",Ontario,302,412,2,421,370,2.8,34,0.2,25,0.2
"May 18, 2020",Ontario,352,414,2.4,376,391,2.5,24,0.2,26,0.2
"May 19, 2020",Ontario,398,409,2.7,327,417,2.2,36,0.2,27,0.2
"May 20, 2020",Ontario,404,417,2.7,388,429,2.6,32,0.2,19,0.1
"May 21, 2020",Ontario,348,433,2.3,338,433,2.3,28,0.2,26,0.2
"May 22, 2020",Ontario,281,432,1.9,400,432,2.7,35,0.2,20,0.1
"May 23, 2020",Ontario,285,401,1.9,367,435,2.5,24,0.2,25,0.2
"May 24, 2020",Ontario,277,394,1.9,340,435,2.3,36,0.2,24,0.2
"May 25, 2020",Ontario,372,390,2.5,399,421,2.7,32,0.2,29,0.2
"May 26, 2020",Ontario,311,393,2.1,273,425,1.8,30,0.2,39,0.3
"May 27, 2020",Ontario,291,379,2,322,416,2.2,34,0.2,27,0.2
"May 28, 2020",Ontario,240,360,1.6,325,405,2.2,29,0.2,19,0.1
"May 29, 2020",Ontario,333,342,2.2,606,403,4.1,28,0.2,25,0.2
"May 30, 2020",Ontario,285,350,1.9,346,437,2.3,41,0.3,19,0.1
"May 31, 2020",Ontario,199,350,1.3,412,434,2.8,26,0.2,10,0.1
"June 1, 2020",Ontario,362,338,2.4,396,446,2.7,26,0.2,12,0.1
"June 2, 2020",Ontario,227,336,1.5,366,445,2.5,31,0.2,10,0.1
"June 3, 2020",Ontario,235,322,1.6,348,461,2.3,26,0.2,16,0.1
"June 4, 2020",Ontario,233,313,1.6,279,465,1.9,16,0.1,18,0.1
"June 5, 2020",Ontario,226,311,1.5,278,457,1.9,22,0.1,17,0.1
"June 6, 2020",Ontario,192,294,1.3,222,403,1.5,11,0.1,9,0.1
"June 7, 2020",Ontario,161,278,1.1,207,382,1.4,18,0.1,9,0.1
"June 8, 2020",Ontario,225,272,1.5,214,348,1.4,18,0.1,7,0
"June 9, 2020",Ontario,172,249,1.2,216,318,1.5,23,0.2,15,0.1
"June 10, 2020",Ontario,205,240,1.4,237,293,1.6,19,0.1,5,0
"June 11, 2020",Ontario,181,235,1.2,187,275,1.3,13,0.1,6,0
"June 12, 2020",Ontario,176,226,1.2,240,259,1.6,15,0.1,5,0
"June 13, 2020",Ontario,129,218,0.9,171,253,1.2,16,0.1,11,0.1
"June 14, 2020",Ontario,150,208,1,144,245,1,13,0.1,8,0.1
"June 15, 2020",Ontario,212,206,1.4,177,234,1.2,13,0.1,7,0
"June 16, 2020",Ontario,190,204,1.3,173,228,1.2,7,0,4,0
"June 17, 2020",Ontario,180,207,1.2,190,221,1.3,7,0,4,0
"June 18, 2020",Ontario,163,202,1.1,198,213,1.3,9,0.1,5,0
"June 19, 2020",Ontario,164,199,1.1,189,215,1.3,10,0.1,5,0
"June 20, 2020",Ontario,152,197,1,154,206,1,10,0.1,6,0
"June 21, 2020",Ontario,132,201,0.9,174,204,1.2,8,0.1,4,0
"June 22, 2020",Ontario,179,198,1.2,203,209,1.4,10,0.1,7,0
"June 23, 2020",Ontario,171,193,1.2,152,213,1,8,0.1,9,0.1
"June 24, 2020",Ontario,149,190,1,164,209,1.1,10,0.1,6,0
"June 25, 2020",Ontario,273,184,1.8,146,205,1,10,0.1,3,0
"June 26, 2020",Ontario,112,203,0.8,182,196,1.2,2,0,4,0
"June 27, 2020",Ontario,116,194,0.8,230,195,1.6,7,0,3,0
"June 28, 2020",Ontario,118,188,0.8,205,208,1.4,8,0.1,4,0
"June 29, 2020",Ontario,153,186,1,131,213,0.9,8,0.1,5,0
"June 30, 2020",Ontario,134,181,0.9,176,201,1.2,7,0,1,0
"July 1, 2020",Ontario,103,175,0.7,150,205,1,11,0.1,2,0
"July 2, 2020",Ontario,118,168,0.8,142,203,1,6,0,2,0
"July 3, 2020",Ontario,118,142,0.8,152,202,1,3,0,3,0
"July 4, 2020",Ontario,106,143,0.7,129,197,0.9,4,0,1,0
"July 5, 2020",Ontario,79,141,0.5,92,180,0.6,4,0,1,0
"July 6, 2020",Ontario,212,135,1.4,105,162,0.7,4,0,7,0
"July 7, 2020",Ontario,160,145,1.1,139,157,0.9,8,0.1,4,0
"July 8, 2020",Ontario,144,149,1,142,151,1,7,0,3,0
"July 9, 2020",Ontario,118,156,0.8,136,150,0.9,6,0,2,0
"July 10, 2020",Ontario,136,156,0.9,124,149,0.8,10,0.1,5,0
"July 11, 2020",Ontario,116,159,0.8,128,144,0.9,7,0,3,0
"July 12, 2020",Ontario,104,160,0.7,113,144,0.8,8,0.1,0,0
"July 13, 2020",Ontario,185,165,1.2,98,147,0.7,4,0,4,0
"July 14, 2020",Ontario,166,160,1.1,105,146,0.7,8,0.1,2,0
"July 15, 2020",Ontario,174,161,1.2,133,141,0.9,5,0,4,0
"July 16, 2020",Ontario,134,166,0.9,142,139,1,7,0,3,0
"July 17, 2020",Ontario,133,169,0.9,165,140,1.1,5,0,3,0
"July 18, 2020",Ontario,116,168,0.8,175,147,1.2,10,0.1,3,0
"July 19, 2020",Ontario,101,168,0.7,122,155,0.8,5,0,1,0
"July 20, 2020",Ontario,145,168,1,178,156,1.2,12,0.1,1,0
"July 21, 2020",Ontario,146,161,1,118,170,0.8,1,0,1,0
"July 22, 2020",Ontario,133,158,0.9,124,172,0.8,6,0,2,0
"July 23, 2020",Ontario,110,151,0.7,195,170,1.3,4,0,1,0
"July 24, 2020",Ontario,114,147,0.8,139,179,0.9,8,0.1,2,0
"July 25, 2020",Ontario,98,144,0.7,118,175,0.8,4,0,2,0
"July 26, 2020",Ontario,89,141,0.6,125,165,0.8,10,0.1,3,0
"July 27, 2020",Ontario,138,139,0.9,122,166,0.8,6,0,1,0
"July 28, 2020",Ontario,100,138,0.7,122,156,0.8,5,0,2,0
"July 29, 2020",Ontario,104,130,0.7,100,157,0.7,6,0,1,0
"July 30, 2020",Ontario,95,125,0.6,109,153,0.7,9,0.1,2,0
"July 31, 2020",Ontario,82,123,0.6,127,139,0.9,10,0.1,1,0
"August 1, 2020",Ontario,79,117,0.5,103,137,0.7,3,0,3,0
"August 2, 2020",Ontario,66,114,0.4,57,134,0.4,4,0,1,0
"August 3, 2020",Ontario,88,110,0.6,97,123,0.7,6,0,0,0
"August 4, 2020",Ontario,85,102,0.6,87,119,0.6,7,0,0,0
"August 5, 2020",Ontario,90,100,0.6,81,113,0.5,2,0,1,0
"August 6, 2020",Ontario,74,97,0.5,97,110,0.7,6,0,2,0
"August 7, 2020",Ontario,108,94,0.7,80,108,0.5,3,0,1,0
"August 8, 2020",Ontario,77,98,0.5,92,100,0.6,4,0,0,0
"August 9, 2020",Ontario,67,98,0.5,90,98,0.6,5,0,0,0
"August 10, 2020",Ontario,129,98,0.9,69,104,0.5,3,0,1,0
"August 11, 2020",Ontario,98,105,0.7,88,99,0.6,2,0,1,0
"August 12, 2020",Ontario,92,107,0.6,96,99,0.6,1,0,0,0
"August 13, 2020",Ontario,113,107,0.8,90,102,0.6,3,0,1,0
"August 14, 2020",Ontario,94,114,0.6,91,101,0.6,2,0,0,0
"August 15, 2020",Ontario,82,111,0.6,86,102,0.6,4,0,0,0
"August 16, 2020",Ontario,76,112,0.5,100,101,0.7,3,0,1,0
"August 17, 2020",Ontario,150,114,1,99,103,0.7,4,0,1,0
"August 18, 2020",Ontario,106,117,0.7,104,108,0.7,7,0,2,0
"August 19, 2020",Ontario,109,118,0.7,103,111,0.7,7,0,1,0
"August 20, 2020",Ontario,111,121,0.7,108,112,0.7,7,0,2,0
"August 21, 2020",Ontario,118,121,0.8,133,115,0.9,3,0,0,0
"August 22, 2020",Ontario,109,125,0.7,82,122,0.6,8,0.1,0,0
"August 23, 2020",Ontario,118,129,0.8,101,121,0.7,3,0,1,0
"August 24, 2020",Ontario,146,136,1,117,121,0.8,9,0.1,1,0
"August 25, 2020",Ontario,144,136,1,120,124,0.8,12,0.1,0,0
"August 26, 2020",Ontario,140,142,0.9,131,127,0.9,4,0,0,0
"August 27, 2020",Ontario,107,147,0.7,150,132,1,7,0,1,0
"August 28, 2020",Ontario,129,147,0.9,120,139,0.8,7,0,0,0
"August 29, 2020",Ontario,123,148,0.8,109,136,0.7,6,0,0,0
"August 30, 2020",Ontario,144,151,1,122,141,0.8,3,0,1,0
"August 31, 2020",Ontario,166,155,1.1,134,144,0.9,4,0,0,0
"September 1, 2020",Ontario,200,158,1.3,123,147,0.8,5,0,2,0
"September 2, 2020",Ontario,197,168,1.3,126,148,0.8,7,0,0,0
"September 3, 2020",Ontario,179,177,1.2,169,147,1.1,6,0,1,0
"September 4, 2020",Ontario,204,189,1.4,155,150,1,10,0.1,0,0
"September 5, 2020",Ontario,192,202,1.3,147,156,1,6,0,1,0
"September 6, 2020",Ontario,186,213,1.3,193,162,1.3,5,0,0,0
"September 7, 2020",Ontario,255,220,1.7,174,174,1.2,5,0,2,0
"September 8, 2020",Ontario,280,235,1.9,181,181,1.2,7,0,0,0
"September 9, 2020",Ontario,295,248,2,194,190,1.3,8,0.1,0,0
"September 10, 2020",Ontario,336,264,2.3,205,202,1.4,8,0.1,1,0
"September 11, 2020",Ontario,303,290,2,265,208,1.8,8,0.1,1,0
"September 12, 2020",Ontario,323,307,2.2,296,226,2,6,0,2,0
"September 13, 2020",Ontario,331,329,2.2,215,251,1.5,3,0,2,0
"September 14, 2020",Ontario,468,353,3.2,277,254,1.9,6,0,2,0
"September 15, 2020",Ontario,520,388,3.5,318,271,2.1,11,0.1,1,0
"September 16, 2020",Ontario,483,428,3.3,335,294,2.3,12,0.1,1,0
"September 17, 2020",Ontario,433,459,2.9,429,318,2.9,20,0.1,7,0
"September 18, 2020",Ontario,486,475,3.3,398,355,2.7,9,0.1,1,0
"September 19, 2020",Ontario,444,506,3,400,377,2.7,10,0.1,2,0
"September 20, 2020",Ontario,466,526,3.1,401,394,2.7,20,0.1,1,0
"September 21, 2020",Ontario,693,548,4.7,387,425,2.6,21,0.1,0,0
"September 22, 2020",Ontario,643,586,4.3,373,443,2.5,13,0.1,2,0
"September 23, 2020",Ontario,667,606,4.5,396,453,2.7,17,0.1,1,0
"September 24, 2020",Ontario,670,637,4.5,426,463,2.9,21,0.1,3,0
"September 25, 2020",Ontario,700,676,4.7,515,462,3.5,23,0.2,3,0
"September 26, 2020",Ontario,629,712,4.2,624,482,4.2,14,0.1,4,0
"September 27, 2020",Ontario,644,742,4.3,560,519,3.8,15,0.1,2,0
"September 28, 2020",Ontario,810,772,5.5,532,545,3.6,22,0.1,2,0
"September 29, 2020",Ontario,750,792,5.1,608,569,4.1,35,0.2,7,0
"September 30, 2020",Ontario,722,809,4.9,681,608,4.6,17,0.1,1,0
"October 1, 2020",Ontario,625,818,4.2,624,656,4.2,29,0.2,6,0
"October 2, 2020",Ontario,617,811,4.2,675,689,4.6,18,0.1,2,0
"October 3, 2020",Ontario,566,797,3.8,545,715,3.7,20,0.1,7,0
"October 4, 2020",Ontario,552,787,3.7,587,702,4,21,0.1,5,0
"October 5, 2020",Ontario,762,771,5.1,577,707,3.9,28,0.2,1,0
"October 6, 2020",Ontario,702,763,4.7,759,714,5.1,25,0.2,4,0
"October 7, 2020",Ontario,714,755,4.8,879,739,5.9,31,0.2,4,0
"October 8, 2020",Ontario,673,754,4.5,743,772,5,36,0.2,6,0
"October 9, 2020",Ontario,711,762,4.8,804,792,5.4,24,0.2,7,0
"October 10, 2020",Ontario,713,778,4.8,687,813,4.6,31,0.2,8,0.1
"October 11, 2020",Ontario,613,802,4.1,797,837,5.4,28,0.2,1,0
"October 12, 2020",Ontario,714,812,4.8,591,872,4,29,0.2,4,0
"October 13, 2020",Ontario,792,804,5.3,832,874,5.6,20,0.1,7,0
"October 14, 2020",Ontario,779,819,5.3,879,886,5.9,32,0.2,7,0
"October 15, 2020",Ontario,719,830,4.8,763,886,5.1,30,0.2,7,0
"October 16, 2020",Ontario,778,838,5.2,708,890,4.8,30,0.2,7,0
"October 17, 2020",Ontario,698,849,4.7,706,874,4.8,37,0.2,6,0
"October 18, 2020",Ontario,726,846,4.9,800,877,5.4,26,0.2,9,0.1
"October 19, 2020",Ontario,993,865,6.7,755,877,5.1,33,0.2,8,0.1
"October 20, 2020",Ontario,944,912,6.4,759,905,5.1,31,0.2,5,0
"October 21, 2020",Ontario,894,937,6,842,892,5.7,31,0.2,9,0.1
"October 22, 2020",Ontario,943,956,6.4,994,886,6.7,35,0.2,7,0
"October 23, 2020",Ontario,867,993,5.8,955,925,6.4,32,0.2,7,0
"October 24, 2020",Ontario,797,1008,5.4,936,966,6.3,30,0.2,13,0.1
"October 25, 2020",Ontario,790,1024,5.3,880,1004,5.9,37,0.2,4,0
"October 26, 2020",Ontario,958,1035,6.5,780,1017,5.3,34,0.2,8,0.1
"October 27, 2020",Ontario,946,1029,6.4,875,1021,5.9,30,0.2,6,0
"October 28, 2020",Ontario,1040,1029,7,924,1041,6.2,28,0.2,17,0.1
"October 29, 2020",Ontario,841,1054,5.7,891,1054,6,51,0.3,12,0.1
"October 30, 2020",Ontario,928,1037,6.3,1091,1037,7.4,42,0.3,12,0.1
"October 31, 2020",Ontario,944,1047,6.4,948,1060,6.4,30,0.2,8,0.1
"November 1, 2020",Ontario,1022,1071,6.9,1103,1062,7.4,40,0.3,11,0.1
"November 2, 2020",Ontario,1436,1110,9.7,969,1099,6.5,39,0.3,17,0.1
"November 3, 2020",Ontario,1439,1189,9.7,875,1130,5.9,44,0.3,16,0.1
"November 4, 2020",Ontario,1439,1271,9.7,939,1130,6.3,40,0.3,15,0.1
"November 5, 2020",Ontario,1473,1338,9.9,1261,1133,8.5,52,0.4,7,0
"November 6, 2020",Ontario,1589,1443,10.7,1299,1194,8.8,42,0.3,16,0.1
"November 7, 2020",Ontario,1343,1552,9.1,1156,1229,7.8,36,0.2,22,0.1
"November 8, 2020",Ontario,1276,1619,8.6,1325,1263,8.9,51,0.3,15,0.1
"November 9, 2020",Ontario,1666,1661,11.2,1427,1300,9.6,57,0.4,19,0.1
"November 10, 2020",Ontario,1488,1699,10,1575,1376,10.6,55,0.4,26,0.2
"November 11, 2020",Ontario,1544,1707,10.4,1533,1493,10.3,57,0.4,21,0.1
"November 12, 2020",Ontario,1400,1725,9.4,1600,1591,10.8,57,0.4,14,0.1
"November 13, 2020",Ontario,1481,1713,10,1486,1648,10,61,0.4,25,0.2
"November 14, 2020",Ontario,1342,1695,9.1,1495,1679,10.1,66,0.4,20,0.1
"November 15, 2020",Ontario,1322,1695,8.9,1305,1735,8.8,54,0.4,14,0.1
"November 16, 2020",Ontario,1592,1702,10.7,1343,1732,9.1,54,0.4,21,0.1
"November 17, 2020",Ontario,1603,1690,10.8,1258,1718,8.5,56,0.4,15,0.1
"November 18, 2020",Ontario,1640,1709,11.1,1490,1665,10,55,0.4,13,0.1
"November 19, 2020",Ontario,1548,1725,10.4,1503,1658,10.1,61,0.4,19,0.1
"November 20, 2020",Ontario,1603,1750,10.8,1637,1642,11,59,0.4,19,0.1
"November 21, 2020",Ontario,1441,1770,9.7,1501,1667,10.1,58,0.4,18,0.1
"November 22, 2020",Ontario,1408,1786,9.5,1320,1668,8.9,66,0.4,19,0.1
"November 23, 2020",Ontario,1921,1801,13,1370,1670,9.2,66,0.4,23,0.2
"November 24, 2020",Ontario,1831,1855,12.3,1410,1675,9.5,63,0.4,16,0.1
"November 25, 2020",Ontario,1977,1893,13.3,1696,1700,11.4,89,0.6,24,0.2
"November 26, 2020",Ontario,1793,1949,12.1,1858,1734,12.5,66,0.4,18,0.1
"November 27, 2020",Ontario,1804,1990,12.2,1762,1793,11.9,55,0.4,19,0.1
"November 28, 2020",Ontario,1799,2023,12.1,1722,1814,11.6,58,0.4,20,0.1
"November 29, 2020",Ontario,1634,2083,11,1678,1851,11.3,52,0.4,18,0.1
"November 30, 2020",Ontario,2102,2120,14.2,1630,1910,11,71,0.5,21,0.1
"December 1, 2020",Ontario,2021,2150,13.6,1817,1954,12.3,79,0.5,27,0.2
"December 2, 2020",Ontario,1974,2182,13.3,1757,2021,11.9,81,0.5,26,0.2
"December 3, 2020",Ontario,1995,2181,13.5,1824,2031,12.3,75,0.5,17,0.1
"December 4, 2020",Ontario,1947,2215,13.1,1891,2026,12.8,78,0.5,21,0.1
"December 5, 2020",Ontario,1724,2239,11.6,2089,2047,14.1,78,0.5,22,0.1
"December 6, 2020",Ontario,1782,2226,12,1732,2108,11.7,55,0.4,26,0.2
"December 7, 2020",Ontario,2274,2251,15.3,1779,2117,12,76,0.5,19,0.1
"December 8, 2020",Ontario,2187,2280,14.8,1865,2142,12.6,86,0.6,35,0.2
"December 9, 2020",Ontario,2218,2307,15,1908,2150,12.9,81,0.5,33,0.2
"December 10, 2020",Ontario,2114,2348,14.3,1892,2175,12.8,103,0.7,21,0.1
"December 11, 2020",Ontario,2206,2367,14.9,1915,2186,12.9,78,0.5,23,0.2
"December 12, 2020",Ontario,2039,2410,13.8,1974,2190,13.3,93,0.6,41,0.3
"December 13, 2020",Ontario,1963,2463,13.2,1982,2171,13.4,85,0.6,28,0.2
"December 14, 2020",Ontario,2580,2493,17.4,2056,2213,13.9,87,0.6,32,0.2
"December 15, 2020",Ontario,2352,2544,15.9,2250,2259,15.2,97,0.7,38,0.3
"December 16, 2020",Ontario,2495,2571,16.8,2312,2323,15.6,78,0.5,26,0.2
"December 17, 2020",Ontario,2219,2617,15,2375,2390,16,89,0.6,34,0.2
"December 18, 2020",Ontario,2315,2635,15.6,2415,2470,16.3,93,0.6,43,0.3
"December 19, 2020",Ontario,2112,2653,14.2,2276,2553,15.4,97,0.7,37,0.2
"December 20, 2020",Ontario,2132,2665,14.4,2338,2603,15.8,93,0.6,35,0.2
"December 21, 2020",Ontario,2734,2693,18.4,2162,2663,14.6,114,0.8,38,0.3
"December 22, 2020",Ontario,2557,2719,17.2,2551,2680,17.2,84,0.6,47,0.3
"December 23, 2020",Ontario,2755,2753,18.6,2216,2730,14.9,103,0.7,40,0.3
"December 24, 2020",Ontario,2738,2796,18.5,1922,2714,13,112,0.8,47,0.3
"December 25, 2020",Ontario,2396,2882,16.2,2183,2639,14.7,113,0.8,33,0.2
