FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS
2020-04-03,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,11,4,1
2020-04-03,HURON_PERTH,5183,11,4,1
2020-04-03,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,33,15,0
2020-04-03,LAMBTON_COUNTY,2242,44,11,5
2020-04-03,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,29,7,2
2020-04-03,MIDDLESEX-LONDON,2244,71,16,3
2020-04-03,NIAGARA_REGION,2246,52,29,4
2020-04-03,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,1,3,0
2020-04-03,NORTHWESTERN,2249,1,3,0
2020-04-03,OXFORD_ELGIN-ST.THOMAS,4913,9,4,2
2020-04-03,PEEL_REGION,2253,319,83,0
2020-04-03,PETERBOROUGH_COUNTY-CITY,2255,25,15,0
2020-04-03,PORCUPINE,2256,18,6,0
2020-04-03,RENFREW_COUNTY_AND_DISTRICT,2257,4,2,1
2020-04-03,SIMCOE_MUSKOKA_DISTRICT,2260,42,23,4
2020-04-03,SUDBURY_AND_DISTRICT,2261,13,9,0
2020-04-03,THUNDER_BAY_DISTRICT,2262,8,0,0
2020-04-03,TIMISKAMING,2263,1,2,0
2020-04-03,TORONTO,3895,479,292,12
2020-04-03,WATERLOO_REGION,2265,71,52,2
2020-04-03,WELLINGTON-DUFFERIN-GUELPH,2266,45,11,1
2020-04-03,WINDSOR-ESSEX_COUNTY,2268,84,16,1
2020-04-03,YORK_REGION,2270,258,100,7
2020-04-04,ALGOMA_DISTRICT,2226,6,1,0
2020-04-04,BRANT_COUNTY,2227,24,21,1
2020-04-04,CHATHAM-KENT,2240,6,4,0
2020-04-04,CITY_OF_HAMILTON,2237,64,71,2
2020-04-04,CITY_OF_OTTAWA,2251,179,128,2
2020-04-04,DURHAM_REGION,2230,117,65,12
2020-04-04,EASTERN_ONTARIO,2258,17,17,0
2020-04-04,GREY_BRUCE,2233,6,9,0
2020-04-04,HALDIMAND-NORFOLK,2234,45,5,4
2020-04-04,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,37,30,3
2020-04-04,HALTON_REGION,2236,69,42,3
2020-04-04,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,11,5,1
2020-04-04,HURON_PERTH,5183,11,4,1
2020-04-04,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,28,20,0
2020-04-04,LAMBTON_COUNTY,2242,43,13,7
2020-04-04,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,36,9,2
2020-04-04,MIDDLESEX-LONDON,2244,88,19,3
2020-04-04,NIAGARA_REGION,2246,66,38,6
2020-04-04,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,1,3,0
2020-04-04,NORTHWESTERN,2249,1,3,0
2020-04-04,OXFORD_ELGIN-ST.THOMAS,4913,9,5,2
2020-04-04,PEEL_REGION,2253,344,96,3
2020-04-04,PETERBOROUGH_COUNTY-CITY,2255,25,16,0
2020-04-04,PORCUPINE,2256,19,9,0
2020-04-04,RENFREW_COUNTY_AND_DISTRICT,2257,4,2,1
2020-04-04,SIMCOE_MUSKOKA_DISTRICT,2260,42,25,4
2020-04-04,SUDBURY_AND_DISTRICT,2261,12,12,1
2020-04-04,THUNDER_BAY_DISTRICT,2262,9,2,0
2020-04-04,TIMISKAMING,2263,1,2,0
2020-04-04,TORONTO,3895,491,335,19
2020-04-04,WATERLOO_REGION,2265,80,58,2
2020-04-04,WELLINGTON-DUFFERIN-GUELPH,2266,53,16,1
2020-04-04,WINDSOR-ESSEX_COUNTY,2268,100,18,2
2020-04-04,YORK_REGION,2270,273,116,12
2020-04-05,ALGOMA_DISTRICT,2226,5,3,0
2020-04-05,BRANT_COUNTY,2227,24,26,1
2020-04-05,CHATHAM-KENT,2240,5,6,1
2020-04-05,CITY_OF_HAMILTON,2237,64,81,3
2020-04-05,CITY_OF_OTTAWA,2251,184,147,2
2020-04-05,DURHAM_REGION,2230,131,78,14
2020-04-05,EASTERN_ONTARIO,2258,17,20,0
2020-04-05,GREY_BRUCE,2233,9,10,0
2020-04-05,HALDIMAND-NORFOLK,2234,51,9,5
2020-04-05,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,36,50,11
2020-04-05,HALTON_REGION,2236,82,53,3
2020-04-05,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,13,6,1
2020-04-05,HURON_PERTH,5183,12,4,1
2020-04-05,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,30,22,0
2020-04-05,LAMBTON_COUNTY,2242,55,13,7
2020-04-05,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,37,13,3
2020-04-05,MIDDLESEX-LONDON,2244,91,22,5
2020-04-05,NIAGARA_REGION,2246,78,47,6
2020-04-05,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,1,3,0
2020-04-05,NORTHWESTERN,2249,1,3,0
2020-04-05,OXFORD_ELGIN-ST.THOMAS,4913,11,5,2
2020-04-05,PEEL_REGION,2253,350,125,4
2020-04-05,PETERBOROUGH_COUNTY-CITY,2255,23,18,0
2020-04-05,PORCUPINE,2256,19,10,0
2020-04-05,RENFREW_COUNTY_AND_DISTRICT,2257,4,2,1
2020-04-05,SIMCOE_MUSKOKA_DISTRICT,2260,46,29,4
2020-04-05,SUDBURY_AND_DISTRICT,2261,13,12,1
2020-04-05,THUNDER_BAY_DISTRICT,2262,11,2,0
2020-04-05,TIMISKAMING,2263,1,2,0
2020-04-05,TORONTO,3895,535,381,25
2020-04-05,WATERLOO_REGION,2265,83,63,2
2020-04-05,WELLINGTON-DUFFERIN-GUELPH,2266,63,20,1
2020-04-05,WINDSOR-ESSEX_COUNTY,2268,117,23,2
2020-04-05,YORK_REGION,2270,268,141,14
2020-04-06,ALGOMA_DISTRICT,2226,5,3,0
2020-04-06,BRANT_COUNTY,2227,21,29,1
2020-04-06,CHATHAM-KENT,2240,4,7,1
2020-04-06,CITY_OF_HAMILTON,2237,70,90,3
2020-04-06,CITY_OF_OTTAWA,2251,199,160,3
2020-04-06,DURHAM_REGION,2230,132,88,15
2020-04-06,EASTERN_ONTARIO,2258,21,22,0
2020-04-06,GREY_BRUCE,2233,9,10,0
2020-04-06,HALDIMAND-NORFOLK,2234,51,9,5
2020-04-06,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,30,56,12
2020-04-06,HALTON_REGION,2236,81,63,3
2020-04-06,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,14,6,1
2020-04-06,HURON_PERTH,5183,12,4,1
2020-04-06,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,27,25,0
2020-04-06,LAMBTON_COUNTY,2242,55,14,8
2020-04-06,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,36,18,3
2020-04-06,MIDDLESEX-LONDON,2244,101,24,5
2020-04-06,NIAGARA_REGION,2246,76,53,7
2020-04-06,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,1,3,0
2020-04-06,NORTHWESTERN,2249,1,3,0
2020-04-06,OXFORD_ELGIN-ST.THOMAS,4913,9,7,2
2020-04-06,PEEL_REGION,2253,378,146,5
2020-04-06,PETERBOROUGH_COUNTY-CITY,2255,21,21,0
2020-04-06,PORCUPINE,2256,18,11,0
2020-04-06,RENFREW_COUNTY_AND_DISTRICT,2257,3,3,1
2020-04-06,SIMCOE_MUSKOKA_DISTRICT,2260,47,33,5
2020-04-06,SUDBURY_AND_DISTRICT,2261,11,14,1
2020-04-06,THUNDER_BAY_DISTRICT,2262,11,2,0
2020-04-06,TIMISKAMING,2263,1,2,0
2020-04-06,TORONTO,3895,595,415,29
2020-04-06,WATERLOO_REGION,2265,84,68,2
2020-04-06,WELLINGTON-DUFFERIN-GUELPH,2266,64,26,1
2020-04-06,WINDSOR-ESSEX_COUNTY,2268,125,31,2
2020-04-06,YORK_REGION,2270,278,158,16
2020-04-07,ALGOMA_DISTRICT,2226,3,5,0
2020-04-07,BRANT_COUNTY,2227,18,31,1
2020-04-07,CHATHAM-KENT,2240,8,7,1
2020-04-07,CITY_OF_HAMILTON,2237,75,93,5
2020-04-07,CITY_OF_OTTAWA,2251,205,177,3
2020-04-07,DURHAM_REGION,2230,135,104,16
2020-04-07,EASTERN_ONTARIO,2258,21,23,0
2020-04-07,GREY_BRUCE,2233,15,10,0
2020-04-07,HALDIMAND-NORFOLK,2234,60,14,5
2020-04-07,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,25,61,14
2020-04-07,HALTON_REGION,2236,88,70,3
2020-04-07,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,12,8,1
2020-04-07,HURON_PERTH,5183,15,6,1
2020-04-07,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,25,27,0
2020-04-07,LAMBTON_COUNTY,2242,56,19,8
2020-04-07,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,48,21,4
2020-04-07,MIDDLESEX-LONDON,2244,106,30,5
2020-04-07,NIAGARA_REGION,2246,83,63,8
2020-04-07,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,2,3,0
2020-04-07,NORTHWESTERN,2249,2,4,0
2020-04-07,OXFORD_ELGIN-ST.THOMAS,4913,9,9,2
2020-04-07,PEEL_REGION,2253,446,160,8
2020-04-07,PETERBOROUGH_COUNTY-CITY,2255,17,25,0
2020-04-07,PORCUPINE,2256,19,11,0
2020-04-07,RENFREW_COUNTY_AND_DISTRICT,2257,3,5,1
2020-04-07,SIMCOE_MUSKOKA_DISTRICT,2260,47,43,5
2020-04-07,SUDBURY_AND_DISTRICT,2261,11,14,1
2020-04-07,THUNDER_BAY_DISTRICT,2262,15,2,0
2020-04-07,TIMISKAMING,2263,2,3,0
2020-04-07,TORONTO,3895,625,443,35
2020-04-07,WATERLOO_REGION,2265,94,73,3
2020-04-07,WELLINGTON-DUFFERIN-GUELPH,2266,71,27,1
2020-04-07,WINDSOR-ESSEX_COUNTY,2268,140,37,4
2020-04-07,YORK_REGION,2270,270,174,18
2020-04-08,ALGOMA_DISTRICT,2226,2,7,0
2020-04-08,BRANT_COUNTY,2227,14,37,1
2020-04-08,CHATHAM-KENT,2240,8,8,1
2020-04-08,CITY_OF_HAMILTON,2237,72,103,5
2020-04-08,CITY_OF_OTTAWA,2251,192,212,4
2020-04-08,DURHAM_REGION,2230,136,114,19
2020-04-08,EASTERN_ONTARIO,2258,19,27,0
2020-04-08,GREY_BRUCE,2233,15,12,0
2020-04-08,HALDIMAND-NORFOLK,2234,70,16,6
2020-04-08,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,22,65,14
2020-04-08,HALTON_REGION,2236,131,88,3
2020-04-08,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,13,10,1
2020-04-08,HURON_PERTH,5183,14,7,1
2020-04-08,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,20,33,0
2020-04-08,LAMBTON_COUNTY,2242,56,19,8
2020-04-08,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,81,28,8
2020-04-08,MIDDLESEX-LONDON,2244,106,36,6
2020-04-08,NIAGARA_REGION,2246,89,78,10
2020-04-08,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,2,3,0
2020-04-08,NORTHWESTERN,2249,2,4,0
2020-04-08,OXFORD_ELGIN-ST.THOMAS,4913,11,10,2
2020-04-08,PEEL_REGION,2253,485,183,9
2020-04-08,PETERBOROUGH_COUNTY-CITY,2255,11,31,0
2020-04-08,PORCUPINE,2256,17,14,0
2020-04-08,RENFREW_COUNTY_AND_DISTRICT,2257,3,6,1
2020-04-08,SIMCOE_MUSKOKA_DISTRICT,2260,54,47,5
2020-04-08,SUDBURY_AND_DISTRICT,2261,10,15,1
2020-04-08,THUNDER_BAY_DISTRICT,2262,14,3,0
2020-04-08,TIMISKAMING,2263,2,3,0
2020-04-08,TORONTO,3895,753,482,41
2020-04-08,WATERLOO_REGION,2265,99,76,3
2020-04-08,WELLINGTON-DUFFERIN-GUELPH,2266,81,31,1
2020-04-08,WINDSOR-ESSEX_COUNTY,2268,142,54,5
2020-04-08,YORK_REGION,2270,282,212,19
2020-04-09,ALGOMA_DISTRICT,2226,2,7,0
2020-04-09,BRANT_COUNTY,2227,18,38,1
2020-04-09,CHATHAM-KENT,2240,7,9,1
2020-04-09,CITY_OF_HAMILTON,2237,74,112,6
2020-04-09,CITY_OF_OTTAWA,2251,200,230,6
2020-04-09,DURHAM_REGION,2230,128,137,19
2020-04-09,EASTERN_ONTARIO,2258,21,29,0
2020-04-09,GREY_BRUCE,2233,16,12,0
2020-04-09,HALDIMAND-NORFOLK,2234,71,18,9
2020-04-09,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,24,68,18
2020-04-09,HALTON_REGION,2236,124,114,3
2020-04-09,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,12,11,1
2020-04-09,HURON_PERTH,5183,16,8,1
2020-04-09,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,16,36,0
2020-04-09,LAMBTON_COUNTY,2242,63,22,8
2020-04-09,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,95,29,8
2020-04-09,MIDDLESEX-LONDON,2244,109,46,7
2020-04-09,NIAGARA_REGION,2246,83,90,10
2020-04-09,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,2,4,0
2020-04-09,NORTHWESTERN,2249,1,5,0
2020-04-09,OXFORD_ELGIN-ST.THOMAS,4913,12,12,2
2020-04-09,PEEL_REGION,2253,544,200,10
2020-04-09,PETERBOROUGH_COUNTY-CITY,2255,16,34,0
2020-04-09,PORCUPINE,2256,17,14,2
2020-04-09,RENFREW_COUNTY_AND_DISTRICT,2257,3,6,1
2020-04-09,SIMCOE_MUSKOKA_DISTRICT,2260,56,48,5
2020-04-09,SUDBURY_AND_DISTRICT,2261,9,16,1
2020-04-09,THUNDER_BAY_DISTRICT,2262,13,5,0
2020-04-09,TIMISKAMING,2263,4,3,0
2020-04-09,TORONTO,3895,852,532,48
2020-04-09,WATERLOO_REGION,2265,104,79,4
2020-04-09,WELLINGTON-DUFFERIN-GUELPH,2266,89,35,1
2020-04-09,WINDSOR-ESSEX_COUNTY,2268,159,60,5
2020-04-09,YORK_REGION,2270,294,236,23
2020-04-10,ALGOMA_DISTRICT,2226,2,7,0
2020-04-10,BRANT_COUNTY,2227,20,40,1
2020-04-10,CHATHAM-KENT,2240,6,11,1
2020-04-10,CITY_OF_HAMILTON,2237,72,124,6
2020-04-10,CITY_OF_OTTAWA,2251,202,264,6
2020-04-10,DURHAM_REGION,2230,140,148,19
2020-04-10,EASTERN_ONTARIO,2258,18,34,0
2020-04-10,GREY_BRUCE,2233,18,13,0
2020-04-10,HALDIMAND-NORFOLK,2234,73,23,10
2020-04-10,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,23,69,18
2020-04-10,HALTON_REGION,2236,112,137,9
2020-04-10,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,12,11,1
2020-04-10,HURON_PERTH,5183,20,8,1
2020-04-10,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,13,39,0
2020-04-10,LAMBTON_COUNTY,2242,65,26,9
2020-04-10,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,102,36,8
2020-04-10,MIDDLESEX-LONDON,2244,109,53,8
2020-04-10,NIAGARA_REGION,2246,91,95,12
2020-04-10,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,2,4,0
2020-04-10,NORTHWESTERN,2249,1,8,0
2020-04-10,OXFORD_ELGIN-ST.THOMAS,4913,13,13,2
2020-04-10,PEEL_REGION,2253,575,222,14
2020-04-10,PETERBOROUGH_COUNTY-CITY,2255,14,36,0
2020-04-10,PORCUPINE,2256,21,15,2
2020-04-10,RENFREW_COUNTY_AND_DISTRICT,2257,5,6,1
2020-04-10,SIMCOE_MUSKOKA_DISTRICT,2260,64,51,5
2020-04-10,SUDBURY_AND_DISTRICT,2261,8,19,1
2020-04-10,THUNDER_BAY_DISTRICT,2262,15,7,0
2020-04-10,TIMISKAMING,2263,4,3,0
2020-04-10,TORONTO,3895,947,582,52
2020-04-10,WATERLOO_REGION,2265,99,91,5
2020-04-10,WELLINGTON-DUFFERIN-GUELPH,2266,90,40,1
2020-04-10,WINDSOR-ESSEX_COUNTY,2268,175,71,6
2020-04-10,YORK_REGION,2270,310,268,24
2020-04-11,ALGOMA_DISTRICT,2226,3,7,0
2020-04-11,BRANT_COUNTY,2227,21,42,1
2020-04-11,CHATHAM-KENT,2240,6,11,1
2020-04-11,CITY_OF_HAMILTON,2237,76,131,6
2020-04-11,CITY_OF_OTTAWA,2251,208,286,8
2020-04-11,DURHAM_REGION,2230,137,165,20
2020-04-11,EASTERN_ONTARIO,2258,17,38,0
2020-04-11,GREY_BRUCE,2233,19,13,0
2020-04-11,HALDIMAND-NORFOLK,2234,71,28,10
2020-04-11,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,29,74,18
2020-04-11,HALTON_REGION,2236,109,147,10
2020-04-11,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,12,12,1
2020-04-11,HURON_PERTH,5183,18,10,1
2020-04-11,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,7,45,0
2020-04-11,LAMBTON_COUNTY,2242,61,33,9
2020-04-11,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,108,39,10
2020-04-11,MIDDLESEX-LONDON,2244,120,57,8
2020-04-11,NIAGARA_REGION,2246,90,102,15
2020-04-11,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,3,4,0
2020-04-11,NORTHWESTERN,2249,0,9,0
2020-04-11,OXFORD_ELGIN-ST.THOMAS,4913,12,14,2
2020-04-11,PEEL_REGION,2253,603,257,15
2020-04-11,PETERBOROUGH_COUNTY-CITY,2255,15,36,0
2020-04-11,PORCUPINE,2256,17,19,2
2020-04-11,RENFREW_COUNTY_AND_DISTRICT,2257,4,7,1
2020-04-11,SIMCOE_MUSKOKA_DISTRICT,2260,69,62,6
2020-04-11,SUDBURY_AND_DISTRICT,2261,6,22,1
2020-04-11,THUNDER_BAY_DISTRICT,2262,13,11,0
2020-04-11,TIMISKAMING,2263,3,4,0
2020-04-11,TORONTO,3895,999,636,69
2020-04-11,WATERLOO_REGION,2265,90,105,6
2020-04-11,WELLINGTON-DUFFERIN-GUELPH,2266,87,43,2
2020-04-11,WINDSOR-ESSEX_COUNTY,2268,185,80,7
2020-04-11,YORK_REGION,2270,319,309,24
2020-04-12,ALGOMA_DISTRICT,2226,3,7,0
2020-04-12,BRANT_COUNTY,2227,22,43,1
2020-04-12,CHATHAM-KENT,2240,7,11,1
2020-04-12,CITY_OF_HAMILTON,2237,79,140,8
2020-04-12,CITY_OF_OTTAWA,2251,226,302,8
2020-04-12,DURHAM_REGION,2230,132,180,20
2020-04-12,EASTERN_ONTARIO,2258,18,39,0
2020-04-12,GREY_BRUCE,2233,19,15,0
2020-04-12,HALDIMAND-NORFOLK,2234,80,31,10
2020-04-12,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,29,81,18
2020-04-12,HALTON_REGION,2236,111,154,10
2020-04-12,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,10,15,1
2020-04-12,HURON_PERTH,5183,18,11,1
2020-04-12,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,5,48,0
2020-04-12,LAMBTON_COUNTY,2242,60,40,10
2020-04-12,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,128,46,10
2020-04-12,MIDDLESEX-LONDON,2244,116,74,9
2020-04-12,NIAGARA_REGION,2246,94,110,20
2020-04-12,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,4,4,0
2020-04-12,NORTHWESTERN,2249,0,9,0
2020-04-12,OXFORD_ELGIN-ST.THOMAS,4913,15,15,2
2020-04-12,PEEL_REGION,2253,636,284,17
2020-04-12,PETERBOROUGH_COUNTY-CITY,2255,13,38,0
2020-04-12,PORCUPINE,2256,15,23,2
2020-04-12,RENFREW_COUNTY_AND_DISTRICT,2257,5,8,1
2020-04-12,SIMCOE_MUSKOKA_DISTRICT,2260,64,67,7
2020-04-12,SUDBURY_AND_DISTRICT,2261,5,24,1
2020-04-12,THUNDER_BAY_DISTRICT,2262,11,13,0
2020-04-12,TIMISKAMING,2263,3,4,0
2020-04-12,TORONTO,3895,1065,689,76
2020-04-12,WATERLOO_REGION,2265,89,113,6
2020-04-12,WELLINGTON-DUFFERIN-GUELPH,2266,83,47,2
2020-04-12,WINDSOR-ESSEX_COUNTY,2268,190,89,7
2020-04-12,YORK_REGION,2270,299,347,26
2020-04-13,ALGOMA_DISTRICT,2226,3,7,0
2020-04-13,BRANT_COUNTY,2227,24,43,1
2020-04-13,CHATHAM-KENT,2240,12,12,1
2020-04-13,CITY_OF_HAMILTON,2237,80,150,8
2020-04-13,CITY_OF_OTTAWA,2251,234,319,8
2020-04-13,DURHAM_REGION,2230,137,193,20
2020-04-13,EASTERN_ONTARIO,2258,18,40,0
2020-04-13,GREY_BRUCE,2233,19,17,0
2020-04-13,HALDIMAND-NORFOLK,2234,79,36,13
2020-04-13,HALIBURTON_KAWARTHA_PINE_RIDGE,2235,28,83,18
2020-04-13,HALTON_REGION,2236,118,162,11
2020-04-13,HASTINGS_&_PRINCE_EDWARD_COUNTIES,2238,10,15,1
2020-04-13,HURON_PERTH,5183,18,11,2
2020-04-13,KINGSTON_FRONTENAC_LENNOX_&_ADDINGTON,2241,2,51,0
2020-04-13,LAMBTON_COUNTY,2242,62,43,10
2020-04-13,LEEDS_GRENVILLE_AND_LANARK_DISTRICT,2243,141,48,12
2020-04-13,MIDDLESEX-LONDON,2244,127,85,11
2020-04-13,NIAGARA_REGION,2246,93,124,21
2020-04-13,NORTH_BAY_PARRY_SOUND_DISTRICT,2247,5,4,0
2020-04-13,NORTHWESTERN,2249,0,9,0
2020-04-13,OXFORD_ELGIN-ST.THOMAS,4913,15,16,2
2020-04-13,PEEL_REGION,2253,648,323,18
2020-04-13,PETERBOROUGH_COUNTY-CITY,2255,13,38,1
2020-04-13,PORCUPINE,2256,12,25,2
2020-04-13,RENFREW_COUNTY_AND_DISTRICT,2257,5,8,1
2020-04-13,SIMCOE_MUSKOKA_DISTRICT,2260,70,71,7
2020-04-13,SUDBURY_AND_DISTRICT,2261,8,25,1
2020-04-13,THUNDER_BAY_DISTRICT,2262,12,15,0
2020-04-13,TIMISKAMING,2263,3,4,0
2020-04-13,TORONTO,3895,1201,721,78
2020-04-13,WATERLOO_REGION,2265,90,121,6
2020-04-13,WELLINGTON-DUFFERIN-GUELPH,2266,82,49,2
